"","camis_ls","phone_ls"
"1068","22784","+19173486877"
"1069","25866","+17189757577"
"1070","27027","+17182298788"
"1071","22628","+13472785342"
"1072","25069","+17188510880"
"1073","25967","+17187576644"
"1074","24668","+17185066449"
"1075","26377","+17187011630"
"1076","26979","+19293308883"
"1077","23630","+19177892338"
"1078","26236","+17188726663"
"1079","20957","+19175771827"
"1080","19657","+19175997414"
"1081","10487","+12127457575"
"1082","5761","+16464835087"
"1083","6237","+19172843260"
"1084","21254","+17189300071"
"1085","23896","+17185330016"
"1086","24794","+19292856666"
"1087","26043","+19173899585"
"1088","8756","+12123878487"
"1089","26347","+16467280505"
"1090","25929","+14072454804"
"1091","6200","+17185958100"
"1092","22290","+17187974394"
"1093","20154","+16319536100"
"1094","16058","+12124656273"
"1095","4933","+16468869043"
"1096","20091","+16467073375"
"1097","25830","+17187011630"
"1098","16048","+12124656273"
"1099","25990","+13304723841"
"1100","23051","+17188633900"
"1101","6741","+12122192527"
"1102","26761","+19176740093"
"1103","22807","+16466371820"
"1104","7247","+17184162500"
"1105","5459","+12125777176"
"1106","21135","+13472210885"
"1107","8722","+12123248015"
"1108","15476","+17186224300"
"1109","26617","+17188331500"
"1110","24617","+16462671500"
"1111","25604","+19172879407"
"1112","27058","+13475122231"
"1113","3869","+17183497623"
"1114","24751","+19292046187"
"1115","26116","+12125325003"
"1116","20332","+17183311414"
"1117","25336","+13474351034"
"1118","22529","+17188047272"
"1119","23444","+16468700333"
"1120","24497","+12129967800"
"1121","23091","+13473997236"
"1122","1800","+17188859898"
"1123","24413","+15619511903"
"1124","23302","+19293265967"
"1125","26862","+14342499788"
"1126","26643","+17184154938"
"1127","11520","+13478202261"
"1128","26407","+12016865943"
"1129","25645","+13478869136"
"1130","23487","+17184467600"
"1131","26253","+13474624150"
"1132","26254","+12123485400"
"1133","22569","+12124148429"
"1134","21984","+19294518892"
"1135","18435","+12125642181"
"1136","26336","+16466232452"
"1137","24096","+12129866400"
"1138","24143","+17186835755"
"1139","21233","+12122780869"
"1140","24832","+16468376166"
"1141","18234","+16468061848"
"1142","26988","+19177946551"
"1143","6861","+17183536808"
"1144","25077","+12125183265"
"1145","24346","+12678861221"
"1146","24477","+12126641600"
"1147","20886","+13472844103"
"1148","20521","+19174759192"
"1149","26267","+12128641804"
"1150","26510","+17189569688"
"1151","25403","+17187551177"
"1152","24778","+16468239815"
"1153","18652","+17189669486"
"1154","26171","+13474926100"
"1155","24073","+12125728600"
"1156","22210","+13473974823"
"1157","25193","+16468388880"
"1158","27085","+17182609000"
"1159","26948","+16466435434"
"1160","26258","+12123485400"
"1161","24764","+16508856177"
"1162","14951","+13479263292"
"1163","23260","+19177231616"
"1164","18065","+16463987710"
"1165","23354","+19173005573"
"1166","25280","+17184702255"
"1167","26866","+12035360660"
"1168","21284","+17185991899"
"1169","24272","+17182556260"
"1170","26108","+12125325003"
"1171","27004","+17184314294"
"1172","24950","+12123959280"
"1173","21865","+17184209333"
"1174","25098","+12126971201"
"1175","18098","+16469523409"
"1176","21878","+17183362600"
"1177","22235","+15127896128"
"1178","13520","+12122038095"
"1179","6238","+19172843260"
"1180","26589","+17186846433"
"1181","20210","+12126649608"
"1182","19934","+19176403667"
"1183","26234","+17186403644"
"1184","24405","+1NA"
"1185","24360","+17188211190"
"1186","26710","+13479895913"
"1187","22474","+13479873055"
"1188","23437","+19176406811"
"1189","8289","+12125679588"
"1190","21384","+16466493378"
"1191","14112","+16465594644"
"1192","24218","+17184102838"
"1193","18106","+16467655977"
"1194","18830","+17169081689"
"1195","26840","+12035360660"
"1196","25171","+17183212012"
"1197","26892","+17188580258"
"1198","23756","+17182790808"
"1199","24179","+17189978000"
"1200","25164","+12125293033"
"1201","24355","+17186432341"
"1202","26755","+16468618888"
"1203","26478","+17184409799"
"1204","21376","+17188492700"
"1205","26339","+13472236201"
"1206","25042","+17188210688"
"1207","26424","+16466260268"
"1208","24900","+17186988866"
"1209","26119","+19292465118"
"1210","11347","+13478100299"
"1211","23797","+16462402388"
"1212","226","+12124737676"
"1213","25766","+17188591501"
"1214","26305","+12125867579"
"1215","18550","+13476962500"
"1216","7497","+16467658269"
"1217","17627","+17189797928"
"1218","16188","+12124656273"
"1219","23344","+17187411426"
"1220","26190","+12129807161"
"1221","21885","+16463895712"
"1222","17042","+16463584021"
"1223","26295","+19174727800"
"1224","22579","+17182654415"
"1225","2884","+12122972500"
"1226","21857","+17184069861"
"1227","26834","+19174026919"
"1228","22901","+16466697282"
"1229","26847","+12129560731"
"1230","24222","+16466783136"
"1231","25366","+12122285529"
"1232","9837","+17182518095"
"1233","26359","+16462145768"
"1234","23500","+16466697332"
"1235","26693","+13473974774"
"1236","25381","+16466443556"
"1237","19480","+19177048881"
"1238","23257","+13473803457"
"1239","21459","+17182291503"
"1240","25143","+18605182577"
"1241","25453","+16315526304"
"1242","26259","+12123485400"
"1243","23014","+17188061856"
"1244","22888","+17186226227"
"1245","25970","+17189394357"
"1246","14450","+16465695310"
"1247","6202","+17185958100"
"1248","25788","+17185063992"
"1249","23183","+15088846855"
"1250","22747","+12124753850"
"1251","26089","+16466093829"
"1252","3702","+17185997007"
"1253","21827","+19292343210"
"1254","4918","+12124059100"
"1255","25719","+13478998046"
"1256","24174","+16467564206"
"1257","23295","+13473488790"
"1258","26187","+19175439004"
"1259","25909","+13473747507"
"1260","6871","+17183708080"
"1261","24678","+19176879365"
"1262","11507","+17183507860"
"1263","27037","+17186371005"
"1264","21809","+12126441300"
"1265","26702","+19178465114"
"1266","22994","+16469228589"
"1267","25784","+17188714989"
"1268","16802","+17184585260"
"1269","26610","+16465523041"
"1270","26692","+17188776060"
"1271","22709","+17183685959"
"1272","23709","+19294243098"
"1273","25846","+17188887737"
"1274","2995","+12125803770"
"1275","24833","+19173536405"
"1276","25211","+17185625885"
"1277","26645","+12127758540"
"1278","27052","+12122582999"
"1279","26065","+17186843999"
"1280","26776","+19177437388"
"1281","23961","+16468226991"
"1282","25085","+19172616602"
"1283","25966","+12122456077"
"1284","25475","+16462891366"
"1285","25696","+12124896959"
"1286","21070","+17187239181"
"1287","23812","+17183511000"
"1288","26546","+17182080127"
"1289","23692","+13479258605"
"1290","22042","+19174368286"
"1291","23228","+17182326083"
"1292","18621","+17189660300"
"1293","25688","+17189939367"
"1294","23932","+17186051010"
"1295","24815","+16466410054"
"1296","24550","+19172614001"
"1297","26184","+13474493827"
"1298","25276","+12125783393"
"1299","23261","+12124611001"
"1300","26395","+17187791301"
"1301","6196","+17185958100"
"1302","26564","+13474684846"
"1303","26220","+13476392047"
"1304","11336","+12122280404"
"1305","26352","+17185244201"
"1306","23565","+12123041360"
"1307","26848","+15713345843"
"1308","26527","+19172245449"
"1309","16550","+12126159700"
"1310","25797","+12125931020"
"1311","26821","+19177437388"
"1312","16161","+17186845166"
"1313","23003","+12122437752"
"1314","24065","+17187956916"
"1315","24182","+16468942718"
"1316","26384","+12127862068"
"1317","23968","+16316039064"
"1318","26597","+12127698990"
"1319","24319","+17182086106"
"1320","26552","+16463211090"
"1321","11465","+16468526320"
"1322","23757","+19292950285"
"1323","26739","+19177532272"
"1324","18135","+13474350144"
"1325","2277","+12124861964"
"1326","24484","+13474639595"
"1327","23357","+19143863935"
"1328","24831","+13474250661"
"1329","6318","+17186800019"
"1330","24345","+16464778909"
"1331","14716","+17183592588"
"1332","26115","+12125325003"
"1333","23221","+19175356129"
"1334","26299","+17188775815"
"1335","27033","+16464776879"
"1336","26350","+19172084991"
"1337","22853","+13476366729"
"1338","25505","+12125811581"
"1339","7429","+12122966699"
"1340","25851","+16465417110"
"1341","22127","+12123623333"
"1342","26943","+17183213403"
"1343","26923","+17182736445"
"1344","24326","+13478259092"
"1345","26334","+19179071126"
"1346","24474","+12014556440"
"1347","25206","+19290336603"
"1348","23099","+12123881276"
"1349","25759","+17184215600"
"1350","25896","+12125598999"
"1351","26515","+15168847835"
"1352","26502","+17182688833"
"1353","23193","+12127770034"
"1354","22620","+17184847814"
"1355","26698","+19293819523"
"1356","25982","+16464160234"
"1357","22630","+17183314372"
"1358","26466","+19294219987"
"1359","22984","+13472945531"
"1360","26151","+17186542067"
"1361","23607","+13473390271"
"1362","21925","+19172143321"
"1363","25005","+16465900128"
"1364","23279","+19143373370"
"1365","16095","+12124656302"
"1366","24255","+13477351606"
"1367","26128","+16468924288"
"1368","26560","+16465919996"
"1369","26903","+16313045068"
"1370","26420","+16468988884"
"1371","24051","+12129671678"
"1372","21356","+17185905691"
"1373","20929","+13476075722"
"1374","20406","+16466827788"
"1375","23211","+17183817200"
"1376","26373","+13477615121"
"1377","20382","+12122675400"
"1378","26321","+17187798177"
"1379","26611","+19172888898"
"1380","26985","+17187482042"
"1381","19421","+17185958192"
"1382","21465","+12124751920"
"1383","26671","+19294739898"
"1384","26929","+19176524556"
"1385","26811","+17189723756"
"1386","25672","+17189152576"
"1387","26843","+17186492121"
"1388","22850","+12125483400"
"1389","16004","+12124656273"
"1390","26529","+16463722974"
"1391","26451","+17186790452"
"1392","19175","+12123096606"
"1393","20919","+12125262181"
"1394","24738","+17187926020"
"1395","25355","+12122341833"
"1396","23820","+17183663262"
"1397","25067","+16468802095"
"1398","26320","+13477494500"
"1399","26700","+13472452226"
"1400","24526","+1NA"
"1401","25668","+16469431582"
"1402","25703","+13478512000"
"1403","25870","+16465172699"
"1404","21884","+16463895712"
"1405","25382","+17184898370"
"1406","24575","+19293308883"
"1407","25376","+12127367890"
"1408","22430","+17184244999"
"1409","25850","+17187011630"
"1410","26196","+16463799909"
"1411","27081","+13176006203"
"1412","25261","+13479432424"
"1413","25736","+19146023590"
"1414","24487","+12123959280"
"1415","24507","+13472548100"
"1416","22018","+16469619801"
"1417","21601","+17184137904"
"1418","23505","+12124142560"
"1419","24056","+12129671678"
"1420","7899","+17185472679"
"1421","19803","+17184961397"
"1422","26563","+12127656463"
"1423","6568","+12129672344"
"1424","26680","+17184231234"
"1425","15161","+17189654237"
"1426","27009","+19173531008"
"1427","25913","+19144713443"
"1428","25710","+13478932508"
"1429","23833","+16095866680"
"1430","26400","+16467477201"
"1431","18404","+15163139785"
"1432","26270","+12126355757"
"1433","16190","+12124656302"
"1434","26405","+13478502388"
"1435","26035","+19176840703"
"1436","21538","+19175572057"
"1437","22958","+17184856868"
"1438","26113","+19176840703"
"1439","24055","+12129671678"
"1440","26392","+19175133582"
"1441","26049","+13057589288"
"1442","24853","+12128775700"
"1443","25298","+17323304199"
"1444","23015","+17188224800"
"1445","26912","+19293376767"
"1446","23599","+17182814210"
"1447","25385","+13478061295"
"1448","23283","+16467558145"
"1449","26318","+16467871344"
"1450","22506","+19178644932"
"1451","26557","+17185522611"
"1452","23865","+16465906800"
"1453","22253","+13478678168"
"1454","26636","+12126309973"
"1455","21645","+12126894002"
"1456","25167","+13478669997"
"1457","21804","+17182957272"
"1458","26657","+19172915340"
"1459","27001","+17188333999"
"1460","22867","+12127770361"
"1461","25109","+13473663634"
"1462","25732","+17185763086"
"1463","26122","+13472605056"
"1464","27086","+13478547284"
"1465","20856","+12122680188"
"1466","26033","+17184971000"
"1467","25443","+19145486310"
"1468","26186","+13107801896"
"1469","24216","+19174550203"
"1470","22878","+19175335540"
"1471","11587","+12159970667"
"1472","24679","+13476278080"
"1473","21709","+16467095684"
"1474","26428","+19178567771"
"1475","16051","+12124656273"
"1476","23577","+19292041567"
"1477","25467","+12129560900"
"1478","26027","+16467131380"
"1479","21552","+19172024433"
"1480","21335","+13477253017"
"1481","25179","+17184592800"
"1482","21907","+19175892704"
"1483","26328","+16465733129"
"1484","22269","+19176553379"
"1485","25344","+13474482316"
"1486","25937","+13474353660"
"1487","25585","+17189098813"
"1488","26435","+17189221052"
"1489","26561","+13144823443"
"1490","25923","+13474583787"
"1491","23494","+16466646911"
"1492","11810","+12124755400"
"1493","26690","+13474274884"
"1494","26938","+19172871511"
"1495","24608","+16467836825"
"1496","26416","+16465967759"
"1497","24793","+17185843333"
"1498","23665","+17182104606"
"1499","26922","+15712308187"
"1500","24797","+19175288868"
"1501","27049","+12066614091"
"1502","26524","+17186860079"
"1503","26734","+17183255564"
"1504","4707","+17186295558"
"1505","26429","+19177014510"
"1506","26223","+19292950148"
"1507","18078","+13474139695"
"1508","25268","+12127328257"
"1509","27014","+12122222381"
"1510","22838","+12122560207"
"1511","26467","+17183735862"
"1512","26954","+19175008470"
"1513","25572","+13477991433"
"1514","26394","+19174460639"
"1515","18066","+19175637879"
"1516","24372","+17182971700"
"1517","22882","+19178487907"
"1518","26205","+17188966667"
"1519","23465","+19175751824"
"1520","23138","+17183538855"
"1521","23186","+13478080000"
"1522","22597","+17187454888"
"1523","26863","+16109886029"
"1524","16040","+12124646273"
"1525","24784","+19179575017"
"1526","24364","+16463347923"
"1527","26399","+17186261222"
"1528","27000","+13476789622"
"1529","26681","+12129834241"
"1530","22173","+12128435100"
"1531","26793","+17183831810"
"1532","22920","+12122675400"
"1533","26214","+17186580917"
"1534","25906","+13477344106"
"1535","26654","+12125677179"
"1536","21998","+17186220022"
"1537","20539","+13036817557"
"1538","21734","+19177679092"
"1539","24106","+19173005405"
"1540","26472","+17183006191"
"1541","23582","+17184415340"
"1542","12383","+13478436333"
"1543","23586","+12127862068"
"1544","21540","+17183863718"
"1545","25080","+19175191600"
"1546","22959","+17188488922"
"1547","26638","+12122837752"
"1548","26293","+17187747665"
"1549","18887","+17184174328"
"1550","26129","+12124207031"
"1551","27026","+12127677077"
"1552","23399","+19178335604"
"1553","19185","+12122436262"
"1554","26884","+16466675455"
"1555","21387","+1213487775"
"1556","26841","+12035360660"
"1557","25477","+17188868528"
"1558","26172","+19177975131"
"1559","26438","+19177706571"
"1560","24728","+17189750001"
"1561","26871","+12035360660"
"1562","25373","+16466092911"
"1563","21224","+17185653990"
"1564","26344","+17043285090"
"1565","25407","+15082081825"
"1566","26699","+13478457238"
"1567","23508","+16465933860"
"1568","26161","+16465805126"
"1569","24731","+12128385080"
"1570","22989","+12127157247"
"1571","26706","+19175179005"
"1572","24660","+19298556668"
"1573","27015","+12128069000"
"1574","24989","+13476171606"
"1575","27054","+13479226502"
"1576","24278","+16462412542"
"1577","26415","+17183537327"
"1578","26569","+18888884757"
"1579","26485","+13477650320"
"1580","19400","+17184992198"
"1581","21452","+12123885565"
"1582","24889","+19175823063"
"1583","27048","+18452498365"
"1584","26888","+13476365016"
"1585","22198","+13472944334"
"1586","22443","+13478829067"
"1587","26974","+17184847674"
"1588","22764","+17183616822"
"1589","25049","+19176137264"
"1590","21379","+17186400500"
"1591","25829","+17187011630"
"1592","16043","+12124656302"
"1593","19325","+15164139633"
"1594","23467","+19178605337"
"1595","24032","+19176221488"
"1596","24015","+17188031600"
"1597","26963","+13472666551"
"1598","26388","+13474210062"
"1599","25194","+13476352476"
"1600","26860","+19173270058"
"1601","24134","+12122470122"
"1602","6320","+17185958100"
"1603","24266","+17187761301"
"1604","22999","+12039369041"
"1605","26625","+16128670809"
"1606","24945","+16465903133"
"1607","25825","+15167923957"
"1608","26842","+12035360660"
"1609","24338","+16463296875"
"1610","25325","+17189424666"
"1611","22301","+18888992213"
"1612","25743","+17183085555"
"1613","21647","+17189754499"
"1614","24977","+12129479298"
"1615","26324","+17187011630"
"1616","25541","+15165742649"
"1617","24087","+19174750573"
"1618","25793","+17184479563"
"1619","24260","+13477351261"
"1620","12266","+17189771081"
"1621","25815","+17183561414"
"1622","16193","+12124656273"
"1623","23835","+19173096992"
"1624","26779","+19177437388"
"1625","21430","+19175003374"
"1626","26623","+16468248732"
"1627","26600","+19173744141"
"1628","26893","+12035360660"
"1629","26819","+19177437388"
"1630","2014","+12122658610"
"1631","26414","+19293082399"
"1632","25312","+19292573793"
"1633","26810","+19177719490"
"1634","26264","+191710358"
"1635","26910","+16464951242"
"1636","26500","+19176564221"
"1637","26103","+12123485400"
"1638","24270","+17184636474"
"1639","23422","+17188751273"
"1640","23412","+12122487487"
"1641","26571","+19294344361"
"1642","26940","+13479814461"
"1643","22655","+17186318881"
"1644","24974","+19292960069"
"1645","26930","+13476040107"
"1646","25817","+16612948877"
"1647","25619","+19739785620"
"1648","26531","+17187281001"
"1649","26330","+12124272567"
"1650","27030","+13476595670"
"1651","26996","+17186366038"
"1652","18203","+12125646117"
"1653","24088","+12129949828"
"1654","26886","+15164727100"
"1655","24705","+16317036159"
"1656","21044","+19179811188"
"1657","25953","+19172140963"
"1658","23353","+19739510117"
"1659","23426","+12122529600"
"1660","26658","+17183735862"
"1661","22044","+16462410889"
"1662","26341","+17185766671"
"1663","25412","+17184271387"
"1664","22744","+17188085650"
"1665","25819","+19176370523"
"1666","23397","+16072210610"
"1667","24849","+19172926208"
"1668","24688","+17189754496"
"1669","21426","+19172617611"
"1670","26869","+12035360660"
"1671","24844","+16314526546"
"1672","27023","+13472518687"
"1673","24445","+17183685959"
"1674","173","+17187418295"
"1675","26056","+13475469328"
"1676","26176","+15512599522"
"1677","25165","+17189020560"
"1678","24795","+17185560888"
"1679","24377","+13475297772"
"1680","24905","+17188752828"
"1681","25339","+12127369000"
"1682","25616","+17184839170"
"1683","25297","+19179139694"
"1684","23177","+17188802255"
"1685","25848","+16464763865"
"1686","26132","+12125325003"
"1687","27082","+19178879589"
"1688","25462","+19179151821"
"1689","22374","+19172328239"
"1690","21502","+13472359423"
"1691","24983","+13474291114"
"1692","26551","+117541133091"
"1693","26082","+17188792376"
"1694","26970","+15166558500"
"1695","21051","+19175882281"
"1696","22646","+13474629696"
"1697","26516","+19172573565"
"1698","26991","+13479725338"
"1699","6203","+17185958100"
"1700","25521","+19172921908"
"1701","25302","+13478134192"
"1702","25452","+1718797619"
"1703","26051","+16109886029"
"1704","18535","+17185130840"
"1705","24825","+13478378223"
"1706","27036","+13476221111"
"1707","25515","+17189983124"
"1708","2008","+17182841879"
"1709","26855","+19178618181"
"1710","24406","+17184746100"
"1711","26941","+16468633961"
"1712","26746","+19178865384"
"1713","25086","+19179020067"
"1714","24329","+19175631322"
"1715","24114","+19174163314"
"1716","24999","+17189023462"
"1717","23479","+17184467600"
"1718","26780","+12127902700"
"1719","26949","+19174204330"
"1720","24159","+19172683240"
"1721","22565","+1NA"
"1722","22379","+13477312012"
"1723","21889","+17184333905"
"1724","21895","+17182246030"
"1725","24814","+19178683463"
"1726","26791","+19173341508"
"1727","24461","+17184053400"
"1728","23627","+19178054375"
"1729","26758","+19174039861"
"1730","25354","+13476767566"
"1731","26742","+16463521950"
"1732","26987","+17186147000"
"1733","26403","+13473568812"
"1734","26766","+12127533900"
"1735","26381","+16463277565"
"1736","26475","+16464562676"
"1737","22549","+17184431600"
"1738","26885","+17186315545"
"1739","27069","+15167821861"
"1740","16035","+12124656273"
"1741","26000","+19173596761"
"1742","26740","+12126330071"
"1743","22131","+16506326202"
"1744","25421","+12015752557"
"1745","20098","+15106533394"
"1746","26801","+19292161616"
"1747","21665","+12124448935"
"1748","26873","+12035360660"
"1749","6194","+17185958100"
"1750","24578","+16468690826"
"1751","26909","+16464951242"
"1752","19886","+19176017790"
"1753","25114","+13477991178"
"1754","23918","+12124773070"
"1755","24542","+17189333819"
"1756","24981","+17043285090"
"1757","23094","+17182388880"
"1758","26380","+19178162865"
"1759","2372","+17188859656"
"1760","26664","+19172915340"
"1761","26818","+16465101994"
"1762","21450","+19179668440"
"1763","23669","+16466430950"
"1764","24985","+17182592900"
"1765","26134","+12125325003"
"1766","21250","+17188462371"
"1767","25640","+17186570796"
"1768","24957","+16468759141"
"1769","26252","+16463537355"
"1770","26741","+13474595256"
"1771","26204","+13475875100"
"1772","26694","+12129720385"
"1773","25891","+13474259260"
"1774","26703","+15183538198"
"1775","26646","+17043285090"
"1776","18713","+19173983488"
"1777","26918","+12017230073"
"1778","26968","+16095866680"
"1779","25789","+19176201998"
"1780","24623","+17186846005"
"1781","26101","+16467084368"
"1782","325","+19179214213"
"1783","26144","+12126507034"
"1784","24150","+13479928629"
"1785","26861","+19084871499"
"1786","27070","+17184067775"
"1787","26660","+16463879761"
"1788","26856","+19176824778"
"1789","26872","+12126159700"
"1790","22533","+17182957272"
"1791","23725","+12125358333"
"1792","26798","+13472804871"
"1793","27012","+13472936985"
"1794","27064","+16467646463"
"1795","26708","+19176554440"
"1796","26094","+17185261501"
"1797","22942","+19176393564"
"1798","26218","+16468127612"
"1799","26458","+19176238387"
"1800","26605","+12122468880"
"1801","26260","+17184849659"
"1802","20389","+17186901497"
"1803","26471","+17189160228"
"1804","22945","+19292950713"
"1805","24580","+16466095122"
"1806","24257","+12123277890"
"1807","21369","+18608405865"
"1808","2910","+17184243716"
"1809","24684","+12126159700"
"1810","25858","+12024911240"
"1811","17196","+12122441111"
"1812","23269","+17183481730"
"1813","18299","+17183883265"
"1814","24941","+12017882403"
"1815","26290","+17043285090"
"1816","27073","+13472561024"
"1817","27062","+16032965734"
"1818","25540","+16465591900"
"1819","22178","+19293376423"
"1820","26774","+16467155281"
"1821","26618","+17183833900"
"1822","23671","+12127361114"
"1823","26568","+18888884757"
"1824","25370","+15082081825"
"1825","25410","+12123666633"
"1826","27059","+19176806662"
"1827","14152","+12129925770"
"1828","21796","+12013128269"
"1829","26592","+19177578118"
"1830","26166","+17185583912"
"1831","26210","+12122791010"
"1832","26538","+19292279405"
"1833","27024","+17183335756"
"1834","23033","+19176694591"
"1835","24303","+19179680793"
"1836","24342","+19172503739"
"1837","26427","+17183735862"
"1838","25920","+17184046853"
"1839","26409","+1718 650 1750"
"1840","27032","+17186650993"
"1841","25925","+12122656660"
"1842","27071","+12129299291"
"1843","26976","+17188360056"
"1844","21954","+12129274787"
"1845","26788","+13473512211"
"1846","26796","+19176799742"
"1847","20423","+16466433434"
"1848","26635","+16466628068"
"1849","22138","+16467635073"
"1850","27044","+16462438678"
"1851","21943","+12122235412"
"1852","20040","+12127728782"
"1853","25060","+12128603822"
"1854","25483","+12128710055"
"1855","22337","+16467717855"
"1856","24241","+19173851966"
"1857","26720","+17184339516"
"1858","26337","+19292164425"
"1859","27080","+13475613612"
"1860","26965","+13473456840"
"1861","24984","+12127369002"
"1862","26057","+14169972130"
"1863","21240","+16466874609"
"1864","23425","+13473998906"
"1865","25458","+18578005856"
"1866","25587","+12129404920"
"1867","22296","+19175179005"
"1868","26393","+17184971216"
"1869","26503","+19173356672"
"1870","26744","+17184508223"
"1871","22535","+15032501319"
"1872","26670","+17187081730"
"1873","26078","+19736346694"
"1874","20723","+16463091928"
"1875","26528","+13234203912"
"1876","27087","+12125817000"
"1877","19516","+17189392222"
"1878","26905","+13478666877"
"1879","24884","+13475800832"
"1880","27060","+17185222110"
"1881","25135","+17188638918"
"1882","26906","+19172875869"
"1883","26952","+12123555808"
"1884","25712","+17188647993"
"1885","26481","+16462415342"
"1886","24173","+12122264944"
"1887","26444","+19178811455"
"1888","26002","+17185515588"
"1889","26640","+16462613897"
"1890","26378","+19145520379"
"1891","24294","+17184544321"
"1892","26655","+19172915340"
"1893","24671","+13472109070"
"1894","23188","+17182688388"
"1895","26491","+13472231913"
"1896","26757","+12123696300"
"1897","25369","+13478799965"
"1898","26222","+17184022240"
"1899","23703","+17864003048"
"1900","22570","+12122892104"
"1901","25044","+16467470038"
"1902","20829","+12128133700"
"1903","22771","+17186061728"
"1904","25216","+13479245688"
"1905","24579","+12123040330"
"1906","23267","+12012815080"
"1907","26805","+19177966851"
"1908","26387","+19175750469"
"1909","22667","+12127576101"
"1910","26353","+17186512100"
"1911","23970","+19293308883"
"1912","27019","+17186872895"
"1913","23205","+17187866001"
"1914","27050","+18452498365"
"1915","25871","+12127049920"
"1916","26799","+13475381351"
"1917","25867","+16463295650"
"1918","26880","+15164727100"
"1919","6160","+17185958100"
"1920","24624","+19084516718"
"1921","26685","+13475990822"
"1922","23011","+12127494000"
"1923","26944","+1718 622 8922"
"1924","26936","+13472996487"
"1925","24194","+13478895999"
"1926","26155","+16318676966"
"1927","26495","+19175391645"
"1928","25007","+16463721813"
"1929","26513","+12019866268"
"1930","22869","+12014172596"
"1931","23946","+17183191500"
"1932","20623","+12126508418"
"1933","26748","+16469985307"
"1934","21813","+12017554144"
"1935","27025","+17189621220"
"1936","26493","+16467520085"
"1937","3290","+12122651822"
"1938","23685","+17182743011"
"1939","26575","+12129951960"
"1940","26859","+13478666725"
"1941","26135","+17186657480"
"1942","26474","+17184508855"
"1943","25895","+19176362980"
"1944","27076","+16465777564"
"1945","26773","+13473996063"
"1946","24717","+12127772017"
"1947","26211","+12129120111"
"1948","25574","+13475991748"
"1949","26121","+19175305583"
"1950","24232","+13475458057"
"1951","26508","+19177516681"
"1952","26620","+19174944553"
"1953","26897","+12035360660"
"1954","24714","+13476735954"
"1955","24509","+12129575151"
"1956","23291","+12126325006"
"1957","26092","+13475648259"
"1958","26120","+12125325003"
"1959","25248","+1914393757"
"1960","25017","+17037237264"
"1961","26417","+17184766705"
"1962","24921","+15512068450"
"1963","26604","+12128100918"
"1964","25292","+19175631499"
"1965","22498","+17187360999"
"1966","25632","+17186760500"
"1967","25012","+19177741999"
"1968","25456","+12128371389"
"1969","23883","+19178863304"
"1970","23903","+16468923600"
"1971","24080","+15162361932"
"1972","26448","+13478600455"
"1973","25580","+19175878888"
"1974","24079","+19293309920"
"1975","26577","+12126777818"
"1976","27056","+19177542146"
"1977","25239","+16463398439"
"1978","22504","+16467856465"
"1979","25414","+19176577789"
"1980","25769","+19292950108"
"1981","26142","+12125325003"
"1982","25939","+17187590900"
"1983","23680","+17182106494"
"1984","22139","+12124123940"
"1985","26961","+12122455000"
"1986","25195","+13478317506"
"1987","26459","+16466493415"
"1988","19311","+17183722592"
"1989","26762","+13472134317"
"1990","27055","+16468131877"
"1991","26526","+19294338109"
"1992","25633","+16465916767"
"1993","26011","+17322167555"
"1994","24352","+18452643145"
"1995","25081","+12129673310"
"1996","26541","+17168671777"
"1997","26607","+17189752565"
"1998","26340","+17188983570"
"1999","23614","+17187096158"
"2000","25284","+12123624659"
"2001","26272","+17185000344"
"2002","19876","+1__________"
"2003","26358","+19176622433"
"2004","23147","+13478634540"
"2005","25610","+15168604220"
"2006","24349","+12125825472"
"2007","26245","+19175258818"
"2008","26772","+18134765258"
"2009","24926","+17188665557"
"2010","22919","+12125816567"
"2011","26854","+19177153556"
"2012","26075","+12125854024"
"2013","24920","+19178341687"
"2014","26626","+13472666551"
"2015","26867","+12035360660"
"2016","26197","+17183218981"
"2017","26329","+16465733129"
"2018","16827","+17186738773"
"2019","26178","+18659259630"
"2020","26361","+13477225900"
"2021","26730","+19172443815"
"2022","26249","+13472666551"
"2023","23535","+12127764932"
"2024","24840","+19175257373"
"2025","26672","+17325000214"
"2026","26816","+17184849339"
"2027","26622","+13473458090"
"2028","25299","+15104610899"
"2029","24104","+19174163314"
"2030","25520","+19172725836"
"2031","26946","+17184851224"
"2032","26737","+19178047651"
"2033","26276","+19172913121"
"2034","27020","+19172919333"
"2035","26216","+19172616591"
"2036","25062","+13473124879"
"2037","25347","+17188098719"
"2038","22962","+17188917090"
"2039","25881","+15514862692"
"2040","25753","+19172504613"
"2041","26947","+12125821222"
"2042","24615","+13479726968"
"2043","26566","+17032204458"
"2044","26696","+1347708095"
"2045","25978","+16464346145"
"2046","25311","+16465259818"
"2047","25980","+19172842910"
"2048","25148","+12129431800"
"2049","26686","+19174347450"
"2050","24199","+19177552131"
"2051","21414","+12127771069"
"2052","25698","+13475220050"
"2053","26962","+12122455000"
"2054","26633","+17183335392"
"2055","26401","+19145488048"
"2056","24039","+13473273952"
"2057","26376","+15168603386"
"2058","23113","+16468239123"
"2059","26830","+19177449997"
"2060","26175","+16465623542"
"2061","26808","+19175250057"
"2062","26731","+17188532353"
"2063","21435","+16463426161"
"2064","26195","+18454999444"
"2065","23190","+16464181119"
"2066","24505","+19176901224"
